id,lei,nº lei,data,assunto: emenda lei [f()] / é emendado [f(x)],outro assunto [o],assunto,n_palavras,freq_assunto,quais_f,quais_fx,quais_f_o,quais_fx_o,epígrafe,ementa,Artigo 1º,URL,dimensão,benevolência,função social,função social especificamente ligada ao assunto,ramo (dogmático) do direito,ramo (sociológico) do direito,imposição/reconhecimento (pelo jurídico),ferramenta/ambiente,Artigo 1 revogado,efetivamente revogada [r],,
219,L-11.318,11318,05/07/2006,f(),o,78,28835,"0,271%","('altera', 'l', 10933)",,,,"LEI Nº 11.318, DE 5 DE JULHO DE 2006.","Altera a Lei nº 10.933, de 11 de agosto de 2004, que dispõe sobre o Plano Plurianual para o período 2004/2007.","A Lei nº 10.933, de 11 de agosto de 2004, passa a vigorar com a seguinte redação:",https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/lei/l11318.htm,,,,,,,,,,,,
220,L-8.036,8036,11/05/1990,f();f(x),o,23,24701,"0,093%","(None, 'l', 9636);(None, 'l', 13932)","('incluído', 'l', 13932);('revogado', 'l', 13932);('aprovada', 'l', 5452);('incluído', 'l', 13465);('incluído dada', 'l', 13932);('redação dada', 'l', 11977);('redação dada', 'l', 14261);('redação dada', 'l', 14620);('incluído', 'l', 14620);('revogado', 'l', 14620);('incluído', 'l', 13146);('redação\ndada', 'l', 13932);('redação dada', 'l', 13932)","('altera', 'l', 5107);(None, 'l', 7670);(None, 'l', 4090)","('incluído', 'l', 10878);('revogado', 'l', 14438);('regidos', 'l', 6019);('redação dada', 'l', 13778);('incluído', 'l', 9711);('incluído', 'l', 12058);('redação dada', 'l', 9649);('incluído', 'l', 13778);('incluído', 'l', 10097);('incluído', 'l', 9649);('incluído', 'l', 13467);('regidos', 'l', 6385);('redação dada', 'l', 13832);('incluído', 'l', 13832);('redação dada', 'l', 12087);('redação dada', 'l', 14118);('incluído', 'l', 14438);('redação dada', 'l', 11491);('redação dada', 'l', 9964);('incluído', 'l', 8922);('incluído', 'l', 11491);('incluído', 'l', 9964);('redação dada', 'l', 10931);('redação dada', 'l', 9467);('redação dada', 'l', 9635);('incluído', 'l', 9635);('incluído', 'l', 13446);('redação dada', 'l', 8692);('redação dada', 'l', 8678);('redação dada', 'l', 9491);('incluído', 'l', 8678);('incluído', 'l', 9491);('instituída', 'l', 110);('redação dada', 'l', 14438);('incluída', 'l', 9467);('redação dada', 'l', 13805);('incluído', 'l', 13590);('instituído', 'l', 5107)","LEI Nº 8.036, DE 11 DE MAIO DE 1990.","Dispõe sobre o Fundo de Garantia do Tempo de Serviço, e dá outras providências.","O Fundo de Garantia do Tempo de Serviço (FGTS), instituído pela Lei nº 5.107, de 13 de setembro de 1966, passa a reger-se por esta lei.",https://www.planalto.gov.br/ccivil_03/leis/l8036consol.htm,,,,,,,,,,,,
221,L-9.995,9995,25/07/2000,,o,7,14965,"0,047%",,,"(None, 'l', 2001)","('instituídos', 'l', 2288);('redação dada', 'l', 10210)","LEI Nº 9.995, DE 25 DE JULHO DE 2000.",Dispõe sobre as diretrizes para a elaboração da lei orçamentária de 2001 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no art. 165, § 2º , da Constituição, as diretrizes orçamentárias da União para 2001, compreendendo:",https://www.planalto.gov.br/ccivil_03/leis/l9995.htm,,,,,,,,,,,,
222,L-9.811,9811,28/07/1999,,o,7,15431,"0,045%",,,"(None, 'l', 2000)","('instituídos', 'l', 2288);('incluído', 'l', 10210);('redação dada', 'l', 10210)","LEI Nº 9.811, DE 28 DE JULHO DE 1999.",Dispõe sobre as diretrizes para a elaboração da lei orçamentária de 2000 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no art. 165, § 2º, da Constituição Federal, as diretrizes orçamentárias da União para 2000, compreendendo:",https://www.planalto.gov.br/ccivil_03/leis/l9811.htm,,,,,,,,,,,,
223,L-14.284,14284,29/12/2021,f();f(x),o,16,13831,"0,116%","('revoga', 'l', 12512)","('revogado', 'l', 14601)","('altera', 'l', 8742);('revoga', 'l', 10836)","('redação dada', 'l', 14431);('incluído', 'l', 14431)","LEI Nº 14.284, DE 29 DE DEZEMBRO DE 2021","Institui o Programa Auxílio Brasil e o Programa Alimenta Brasil; define metas para taxas de pobreza; altera a Lei nº 8.742, de 7 de dezembro de 1993; revoga a Lei nº 10.836, de 9 de janeiro de 2004, e dispositivos das Leis nºˢ 10.696, de 2 de julho de 2003, 12.512, de 14 de outubro de 2011, e 12.722, de 3 de outubro de 2012; e dá outras providências.","Esta Lei institui o Programa Auxílio Brasil e o Programa Alimenta Brasil, em substituição ao Programa Bolsa Família, de que trata aLei nº 10.836, de 9 de janeiro de 2004, e ao Programa de Aquisição de Alimentos, de que trata o art. 19 da Lei nº 10.696, de 2 de julho de 2003, respectivamente, e define metas para taxas de pobreza no Brasil. (Revogado pela Medida Provisória nº 1.164, de 2023) (Revogado pela Lei nº 14.601, de 2023)",https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2021/lei/l14284.htm,,,,,,,,,r,,,
224,L-8.906,8906,04/07/1994,f(x),o,7,14495,"0,048%",,"('aprovada', 'l', 5452)","(None, 'l', 14365)","('redação dada', 'l', 14365);('incluído', 'l', 13363);('incluído', 'l', 14365);('único', 'l', 14612);('redação dada', 'l', 14612);('redação dada', 'l', 13793);('incluído', 'l', 14612);('redação dada', 'l', 13245);('incluído', 'l', 13725);('incluído', 'l', 13793);('incluído', 'l', 13245);('redação dada', 'l', 11767);('incluído', 'l', 11767);('incluído', 'l', 13869);('redação\ndada', 'l', 11179);('único', 'l', 14508);('redação dada', 'l', 11179);('incluído', 'l', 11179);('incluído', 'l', 14039);('redação dada', 'l', 13247);('redação dada', 'l', 13875);('incluído', 'l', 13247);('incluído', 'l', 11902);('incluído', 'l', 14508)","LEI Nº 8.906, DE 4 DE JULHO DE 1994.",Dispõe sobre o Estatuto da Advocacia e a Ordem dos Advogados do Brasil (OAB,São atividades privativas de advocacia:,https://www.planalto.gov.br/ccivil_03/leis/l8906.htm,,,,,,,,,,,,
225,L-6.015,6015,31/12/1973,f();f(x),o,71,66600,"0,107%","(None, 'l', 14382);(None, 'l', 8069)","('redação dada', 'l', 14273);('incluído', 'l', 11977);('redação\ndada', 'l', 14382);('redação dada', 'l', 14382);('incluído', 'l', 9096);('incluído', 'l', 11952);('incluído', 'l', 13846);('redação\ndada', 'l', 14620);('redação dada', 'l', 14620);('incluído', 'l', 8069);('incluído', 'l', 14382);('revogado', 'l', 14382);('incluída', 'l', 14382);('redação dada', 'l', 13465);('incluído', 'l', 14273);('incluído', 'l', 14620);('incluído', 'l', 13465);('revogado', 'l', 13465);('redação dada', 'l', 9096);('incluído', 'l', 11481)","(None, 'l', 6216);(None, 'l', 12424);(None, 'dl', 1000);(None, 'l', 4591)","('redação dada', 'l', 13484);('incluído', 'l', 7844);('112', 'l', 6216);('redação dada', 'l', 11790);('127', 'l', 6216);('128', 'l', 6216);('90', 'l', 6216);('94', 'l', 6216);('incluído', 'l', 10267);('redação dada', 'l', 13777);('87', 'l', 6216);('309', 'l', 6216);('incluído', 'l', 9807);('153', 'l', 6216);('incluída', 'l', 10267);('incluído', 'l', 14119);('123', 'l', 6216);('incluído', 'l', 9534);('103', 'l', 6216);('130', 'l', 6216);('incluído', 'l', 11924);('redação dada', 'l', 9042);('113', 'l', 6216);('incluído', 'l', 11802);('autônomo', 'l', 6216);('165', 'l', 6216);('93', 'l', 6216);('suprimido', 'l', 6216);('142', 'l', 6216);('120', 'l', 6216);('redação\ndada', 'l', 12424);('incluído', 'l', 14421);('único', 'l', 6216);('99', 'l', 6216);('redação dada', 'l', 12424);('incluído', 'l', 13838);('único', 'l', 10267);('incluído', 'l', 6850);('incluído', 'l', 13114);('89', 'l', 6216);('revogado', 'l', 6850);('79', 'l', 6216);('redação\ndada', 'l', 6140);('incluído', 'l', 6216);('102', 'l', 6216);('incluído', 'l', 13777);('incluído dada', 'l', 6216);('redação dada', 'l', 6140);('incluído', 'l', 12703);('incluído', 'l', 9812);('101', 'l', 6216);('incluído', 'l', 11284);('redação dada', 'l', 13986);('incluído', 'l', 8245);('132', 'l', 6216);('166', 'l', 6216);('155', 'l', 6216);('incluído', 'l', 12662);('124', 'l', 6216);('141', 'l', 6216);('100', 'l', 6216);('137', 'l', 6216);('incluído', 'l', 6941);('116', 'l', 6216);('145', 'l', 6216);('incluído', 'l', 10931);('incluído', 'l', 9934);('119', 'l', 6216);('incluído', 'l', 6724);('97', 'l', 6216);('105', 'l', 6216);('95', 'l', 6216);('incluída', 'l', 10931);('incluído', 'l', 10257);('107', 'l', 6216);('136', 'l', 6216);('incluído', 'l', 13484);('144', 'l', 6216);('131', 'l', 6216);('150', 'l', 6216);('redação dada', 'l', 6064);('incluído', 'l', 6688);('167', 'l', 6216);('redação dada', 'l', 10215);('122', 'l', 6216);('redação dada', 'l', 9807);('161', 'l', 6216);('162', 'l', 6216);('138', 'l', 6216);('164', 'l', 6216);('134', 'l', 6216);('91', 'l', 6216);('109', 'l', 6216);('133', 'l', 6216);('72', 'l', 6216);('incluído', 'l', 12693);('121', 'l', 6216);('114', 'l', 6216);('redação\ndada', 'l', 9053);('redação dada', 'l', 13112);('154', 'l', 6216);('146', 'l', 6216);('106', 'l', 6216);('redação dada', 'l', 12100);('redação dada', 'l', 9708);('84', 'l', 6216);('98', 'l', 6216);('alterada', 'l', 649);('110', 'l', 6216);('117', 'l', 6216);('135', 'l', 6216);('incluído', 'l', 9514);('incluído', 'l', 13105);('160', 'l', 6216);('redação dada', 'l', 7844);('incluído', 'l', 9785);('incluído', 'l', 12424);('redação dada', 'l', 6216);('156', 'l', 6216);('redação dada', 'l', 9997);('redação', 'l', 6216);('redação dada', 'l', 12810);('163', 'l', 6216);('152', 'l', 6216);('redação dada', 'l', 10267);('151', 'l', 6216);('159', 'l', 6216);('redação\ndada', 'l', 9807);('125', 'l', 6216);('158', 'l', 6216);('143', 'l', 6216);('157', 'l', 6216);('redação\ndada', 'l', 9534);('148', 'l', 6216);('revogado', 'l', 10215);('96', 'l', 6216);('108', 'l', 6216);('118', 'l', 6216);('redação dada', 'l', 9534);('140', 'l', 6216);('redação dada', 'l', 12662);('redação dada', 'l', 13865);('redação dada', 'l', 6941);('incluído', 'l', 9955);('149', 'l', 6216);('126', 'l', 6216);('redação\ndada', 'l', 12100);('redação dada', 'l', 10931);('redação dada', 'l', 9039);('incluído', 'l', 9053);('139', 'l', 6216);('92', 'l', 6216);('104', 'l', 6216);('incluído', 'l', 13874);('147', 'l', 6216);('129', 'l', 6216);('incluído', 'l', 11789);('80', 'l', 6216);('redação dada', 'l', 10257);('115', 'l', 6216);('redação dada', 'l', 8180);('redação\ndada', 'l', 6216)","LEI Nº 6.015, DE 31 DE DEZEMBRO DE 1973.","Dispõe sobre os registros públicos, e dá outras providências.","Os serviços concernentes aos Registros Públicos, estabelecidos pela legislação civil para autenticidade, segurança e eficácia dos atos jurídicos, ficam sujeitos ao regime estabelecido nesta Lei. (Redação dada pela Lei nº 6.216, de 1975)",https://www.planalto.gov.br/ccivil_03/leis/l6015consolidado.htm,,,,,,,,,,,,
226,LCP-123,123,14/12/2006,f();f(x),o,74,45898,"0,161%","('altera', 'l', 8212);(None, 'l', 147);(None, 'l', 10406)","('incluído', 'l', 155);('revogado', 'l', 155);('aprovada', 'l', 5452);('redação\ndada', 'l', 147);('redação dada', 'l', 147);('redação', 'l', 147);('incluído', 'l', 147);('revogado', 'l', 147);('redação\ndada', 'l', 155);('redação dada', 'l', 155)","(None, 'l', 9841);('altera', 'l', 8213);('altera', 'l', 63)","('redação dada', 'l', 188);('redação\ndada', 'l', 12792);('incluído', 'l', 188);('redação dada', 'l', 12792);('incluído', 'l', 169);('incluído', 'l', 154);('redação dada', 'l', 167);('redação dada', 'l', 182);('incluído', 'l', 167);('incluído', 'l', 182)","LEI COMPLEMENTAR Nº 123, DE 14 DE DEZEMBRO DE 2006","Institui o Estatuto Nacional da Microempresa e da Empresa de Pequeno Porte; altera dispositivos das Leis nº 8.212 e 8.213, ambas de 24 de julho de 1991, da Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, da Lei nº 10.189, de 14 de fevereiro de 2001, da Lei Complementar nº 63, de 11 de janeiro de 1990; e revoga as Leis nº 9.317, de 5 de dezembro de 1996, e 9.841, de 5 de outubro de 1999.","Esta Lei Complementar estabelece normas gerais relativas ao tratamento diferenciado e favorecido a ser dispensado às microempresas e empresas de pequeno porte no âmbito dos Poderes da União, dos Estados, do Distrito Federal e dos Municípios, especialmente no que se refere:",https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp123.htm,,,,,,,,,,,,
227,L-9.636,9636,15/05/1998,f();f(x),o,12,28729,"0,042%","(None, 'l', 13465);(None, 'l', 11481);(None, 'l', 14011)","('redação dada', 'l', 13139);('redação\ndada', 'l', 14011);('redação dada', 'l', 13465);('incluído', 'l', 13139);('incluído', 'l', 13465);('revogado', 'l', 13465);('redação dada', 'l', 14011);('incluído', 'l', 14273);('incluído', 'l', 14011);('revogado', 'l', 14011);('redação dada', 'l', 11481);('incluído', 'l', 11481);('redação\ndada', 'l', 13139)","(None, 'l', 9253)","('incluído', 'l', 12693);('incluído', 'l', 12058);('redação\ndada', 'l', 9821);('redação dada', 'l', 9821);('redação dada', 'l', 13813);('incluído', 'l', 9821);('instituído', 'l', 1437);('incluído', 'l', 13813);('redação dada', 'l', 10852);('redação dada', 'l', 14474);('primeiro', 'l', 13813);('incluído', 'l', 14474);('incluído', 'l', 10852);('redação dada', 'l', 13240);('incluído', 'l', 13240);('revogado', 'l', 13240);('redação dada', 'l', 11314)","LEI Nº 9.636, DE 15 DE MAIO DE 1998.","Dispõe sobre a regularização, administração, aforamento e alienação de bens imóveis de domínio da União, altera dispositivos dos Decretos-Leis nºˢ 9.760, de 5 de setembro de 1946, e 2.398, de 21 de dezembro de 1987, regulamenta o § 2º do art. 49 do Ato das Disposições Constitucionais Transitórias, e dá outras providências.","É o Poder Executivo autorizado, por intermédio da Secretaria do Patrimônio da União do Ministério do Planejamento, Orçamento e Gestão, a executar ações de identificação, demarcação, cadastramento, registro e fiscalização dos bens imóveis da União, bem como a regularização das ocupações nesses imóveis, inclusive de assentamentos informais de baixa renda, podendo, para tanto, firmar convênios com os Estados, Distrito Federal e Municípios em cujos territórios se localizem e, observados os procedimentos licitatórios previstos em lei, celebrar contratos com a iniciativa privada. (Redação dada pela Lei nº 11.481, de 2007)",https://www.planalto.gov.br/ccivil_03/leis/l9636.htm,,,,,,,,,,,,
228,L-13.707,13707,14/08/2018,,o,75,83405,"0,090%",,,"(None, 'l', 2019);(None, 'l', 132000000000);(None, 'l', 2);(None, 'l', 2018)","('criada', 'l', 10168);('redação\ndada', 'l', 13857);('regulamentado', 'l', 8742);('assumidas', 'l', 8727);('redação dada', 'l', 13857);('estabelecida', 'l', 13152);('regido', 'l', 8171);('revogado', 'l', 13857);('incluído', 'l', 13857);('alterada', 'l', 10712);('autorizados', 'l', 9138);('criado', 'l', 5969);('incluído\ndada', 'l', 13857);('instituído', 'l', 2288);('prescrito', 'l', 9716);('instituído', 'l', 159);('introduzido', 'l', 101);('redação dada', 'l', 13897);('incluído', 'l', 13897);('estabelecidos', 'l', 101);('instituída', 'l', 13483)","LEI Nº 13.707, DE 14 DE AGOSTO DE 2018.",Dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2019 e dá outras providências,"São estabelecidas, em cumprimento ao disposto no § 2º do art. 165 da Constituição e na Lei Complementar nº 101, de 4 de maio de 2000 - Lei de Responsabilidade Fiscal , as diretrizes orçamentárias da União para 2019, compreendendo:",https://www.planalto.gov.br/ccivil_03/_ato2015-2018/2018/lei/l13707.htm,,,,,,,,,,,,
229,L-12.249,12249,11/06/2010,f();f(x),,36,40425,"0,089%","('altera', 'l', 9430);('altera', 'l', 11196)","('regidas', 'l', 6404);('redação dada', 'l', 13043)","('altera', 'l', 11948);('altera', 'l', 9933);('altera', 'l', 7940);('altera', 'l', 9469);('altera', 'l', 8387);('altera', 'l', 8248);('altera', 'l', 9126);('altera', 'l', 10865);('altera', 'l', 11488);('altera', 'dl', 9295);('altera', 'l', 12029);('altera', 'l', 9718);('altera', 'l', 5615);('altera', 'l', 12189);('altera', 'l', 11442);(None, 'l', 11775)","('redação dada', 'l', 12810);('revogado', 'l', 187);('redação dada', 'l', 12490);('redação dada', 'l', 13315);('criado', 'l', 20);('definidos', 'l', 11326);('redação dada', 'l', 12678);('incluído', 'l', 13496);('incluído', 'l', 12678);('revogado', 'l', 12678);('incluído', 'l', 12402);('redação dada', 'l', 12788);('incluído', 'l', 12788);('incluído', 'l', 12409);('redação dada', 'l', 12844);('incluído', 'l', 14031);('redação dada', 'l', 14537);('redação dada', 'l', 12838);('definidos', 'l', 9796);('incluído', 'l', 14537);('incluído', 'l', 12838);('redação dada', 'l', 14565);('a', 'l', 12872);('redação dada', 'l', 12599);('incluído', 'l', 14565);('revogado', 'l', 14317);('incluído', 'l', 12599);('instituído', 'l', 93)","LEI Nº 12.249, DE 11 DE JUNHO DE 2010.","Institui o Regime Especial de Incentivos para o Desenvolvimento de Infraestrutura da Indústria Petrolífera nas Regiões Norte, Nordeste e Centro- Oeste - REPENEC; cria o Programa Um Computador por Aluno - PROUCA e institui o Regime Especial de Aquisição de Computadores para Uso Educacional - RECOMPE; prorroga benefícios fiscais; constitui fonte de recursos adicional aos agentes financeiros do Fundo da Marinha Mercante - FMM para financiamentos de projetos aprovados pelo Conselho Diretor do Fundo da Marinha Mercante - CDFMM; institui o Regime Especial para a Indústria Aeronáutica Brasileira **** - **** RETAERO; dispõe sobre a Letra Financeira e o Certificado de Operações Estruturadas; ajusta o Programa Minha Casa Minha Vida - PMCMV; altera as Leis nºˢ 8.248, de 23 de outubro de 1991, 8.387, de 30 de dezembro de 1991, 11.196, de 21 de novembro de 2005, 10.865, de 30 de abril de 2004, 11.484, de 31 de maio de 2007, 11.488, de 15 de junho de 2007, 9.718, de 27 de novembro de 1998, 9.430, de 27 de dezembro de 1996, 11.948, de 16 de junho de 2009, 11.977, de 7 de julho de 2009, 11.326, de 24 de julho de 2006, 11.941, de 27 de maio de 2009, 5.615, de 13 de outubro de 1970, 9.126, de 10 de novembro de 1995, 11.110, de 25 de abril de 2005, 7.940, de 20 de dezembro de 1989, 9.469, de 10 de julho de 1997, 12.029, de 15 de setembro de 2009, 12.189, de 12 de janeiro de 2010, 11.442, de 5 de janeiro de 2007, 11.775, de 17 de setembro de 2008, os Decretos-Leis nºˢ 9.295, de 27 de maio de 1946, 1.040, de 21 de outubro de 1969, e a Medida Provisória nº 2.158-35, de 24 de agosto de 2001; revoga as Leis nºˢ 7.944, de 20 de dezembro de 1989, 10.829, de 23 de dezembro de 2003, o Decreto-Lei nº 423, de 21 de janeiro de 1969; revoga dispositivos das Leis nºˢ 8.003, de 14 de março de 1990, 8.981, de 20 de janeiro de 1995, 5.025, de 10 de junho de 1966, 6.704, de 26 de outubro de 1979, 9.503, de 23 de setembro de 1997; e dá outras providências.","Fica instituído o Regime Especial de Incentivos para o Desenvolvimento de Infraestrutura da Indústria Petrolífera nas Regiões Norte, Nordeste e Centro-Oeste - REPENEC, nos termos e condições estabelecidos nos arts. 2º a 5º desta Lei. (Vide Decreto nº 7.320, de 2010)",https://www.planalto.gov.br/ccivil_03/_ato2007-2010/2010/lei/l12249.htm,ontológica,benefício,educação;transparência,,administrativo,educação,reconhece,ferramenta,,,,
230,L-10.438,10438,26/04/2002,f();f(x),o,25,19618,"0,127%","(None, 'l', 12873)","('incluído', 'l', 12873);('redação dada', 'l', 13360);('incluído', 'l', 13360);('revogado', 'l', 13360);('redação dada', 'l', 11196)","('altera', 'l', 9648);(None, 'l', 14120);('altera', 'l', 9991);('altera', 'l', 9496);('altera', 'l', 5899)","('estabelecida', 'l', 8631);('incluído', 'l', 14146);('redação dada', 'l', 11075);('redação dada', 'l', 12839);('revogado', 'l', 14134);('redação\ndada', 'l', 10848);('incluído', 'l', 10604);('redação dada', 'l', 10889);('incluído', 'l', 12839);('redação\ndada', 'l', 12783);('incluído', 'l', 13299);('redação dada', 'l', 10848);('incluído', 'l', 10848);('redação dada', 'l', 12783);('incluído', 'l', 12783);('instituída', 'l', 5655);('incluído', 'l', 14182);('redação\ndada', 'l', 10762);('incluído', 'l', 14514);('incluído', 'l', 11488);('redação dada', 'l', 10762);('redação dada', 'l', 14120);('incluído', 'l', 10762);('redação\ndada', 'l', 10604);('incluído', 'l', 14120);('redação dada', 'l', 12212);('incluído', 'l', 14299);('criada', 'l', 2004);('incluído', 'l', 13203);('revogado', 'l', 12212)","LEI Nº 10.438, DE 26 DE ABRIL DE 2002","Dispõe sobre a expansão da oferta de energia elétrica emergencial, recomposição tarifária extraordinária, cria o Programa de Incentivo às Fontes Alternativas de Energia Elétrica (Proinfa), a Conta de Desenvolvimento Energético (CDE), dispõe sobre a universalização do serviço público de energia elétrica, dá nova redação às Leis nº 9.427, de 26 de dezembro de 1996, nº 9.648, de 27 de maio de 1998, nº 3.890-A, de 25 de abril de 1961, nº 5.655, de 20 de maio de 1971, nº 5.899, de 5 de julho de 1973, nº 9.991, de 24 de julho de 2000, e dá outras providências.","Os custos, inclusive de natureza operacional, tributária e administrativa, relativos à aquisição de energia elétrica (kWh) e à contratação de capacidade de geração ou potência (kW) pela Comercializadora Brasileira de Energia Emergencial - CBEE serão rateados entre todas as classes de consumidores finais atendidas pelo Sistema Elétrico Nacional Interligado, proporcionalmente ao consumo individual verificado, mediante adicional tarifário específico, segundo regulamentação a ser estabelecida pela Agência Nacional de Energia Elétrica - Aneel.",https://www.planalto.gov.br/ccivil_03/leis/2002/l10438.htm,,,,,,,,,,,,
231,L-9.430,9430,27/12/1996,f();f(x),o,4,33613,"0,012%","(None, 'l', 12715)","('incluído', 'l', 12873);('incluído', 'l', 12715);('revogado', 'l', 12715);('revogado', 'l', 13165);('redação dada', 'l', 14195);('revogado', 'l', 14195);('incluído', 'l', 14195);('redação\ndada', 'l', 11941);('redação\ndada', 'l', 10833);('incluída', 'l', 14195);('redação dada', 'l', 11196);('redação dada', 'l', 11941);('incluído', 'l', 11941);('redação dada', 'l', 10833);('incluído', 'l', 11727);('redação dada', 'l', 12249);('redação\ndada', 'l', 12715);('incluído', 'l', 12249);('incluído', 'l', 13043);('redação dada', 'l', 12715)","(None, 'l', 7132);(None, 'dl', 1725);('altera', 'l', 4502);(None, 'l', 12973);('altera', 'l', 9249);(None, 'l', 9492);(None, 'l', 7713)","('incluída', 'l', 9532);('redação\ndada', 'l', 11051);('redação dada', 'l', 11051);('redação\ndada', 'l', 10637);('criada', 'l', 7);('redação dada', 'l', 12431);('redação dada', 'l', 12973);('incluído', 'l', 11051);('redação dada', 'l', 10637);('redação dada', 'l', 12766);('redação dada', 'l', 12788);('único', 'l', 12382);('incluído', 'l', 12973);('incluído', 'l', 10637);('redação dada', 'l', 9065);('incluído', 'l', 12766);('incluído', 'l', 12788);('incluída', 'l', 11051);('redação dada', 'l', 13670);('introduzidas', 'l', 9065);('redação dada', 'l', 12844);('redação dada', 'l', 11488);('criada', 'l', 1940);('incluído', 'l', 12382);('redação\ndada', 'l', 13097);('incluído', 'l', 11033);('incluído', 'l', 12844);('redação dada', 'l', 12350);('revogado', 'l', 11508);('redação dada', 'l', 9532);('redação dada', 'l', 13097);('revogado', 'l', 11488);('incluído', 'l', 13097);('revogado', 'l', 13137);('incluído', 'l', 14043);('revogado', 'l', 9532);('revogado', 'l', 9716);('instituída', 'l', 70);('redação dada', 'l', 10451);('redação dada', 'l', 9959)","LEI Nº 9.430, DE 27 DE DEZEMBRO DE 1996.","Dispõe sobre a legislação tributária federal, as contribuições para a seguridade social, o processo administrativo de consulta e dá outras providências.","A partir do ano-calendário de 1997, o imposto de renda das pessoas jurídicas será determinado com base no lucro real, presumido, ou arbitrado, por períodos de apuração trimestrais, encerrados nos dias 31 de março, 30 de junho, 30 de setembro e 31 de dezembro de cada ano-calendário, observada a legislação vigente, com as alterações desta Lei.",https://www.planalto.gov.br/ccivil_03/leis/l9430.htm,,,,,,,,,,,,
232,L-14.116,14116,31/12/2020,,o,83,51411,"0,161%",,,"(None, 'l', 2021);(None, 'l', 14212);(None, 'l', 101);(None, 'l', 2);(None, 'l', 1);(None, 'l', 247118225000)","('revogado', 'l', 14212);('incluído', 'l', 14212);('redação dada', 'l', 14143);('instituído', 'l', 9491);('incluído', 'l', 14127);('redação dada', 'l', 14212);('incluído', 'l', 14143)","LEI Nº 14.116, DE 31 DE DEZEMBRO DE 2020",Dispõe sobre as diretrizes para a elaboração e a execução da Lei Orçamentária de 2021 e dá outras providências.,"São estabelecidas, em cumprimento ao disposto no § 2º do art. 165 da Constituição e na Lei Complementar nº 101, de 4 de maio de 2000 \- Lei de Responsabilidade Fiscal, as diretrizes orçamentárias da União para 2021, compreendendo:",https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2020/lei/l14116.htm,,,,,,,,,,,,
233,L-9.615,9615,24/03/1998,f();f(x),o,11,35002,"0,031%","(None, 'l', 13155)","('incluído dada', 'l', 13155);('aprovada', 'l', 5452);('redação\ndada', 'l', 12395);('redação dada', 'l', 12395);('incluído', 'l', 12395);('revogado', 'l', 12395);('definida', 'l', 6404);('redação dada', 'l', 13146);('redação dada', 'l', 14193);('único', 'l', 13155);('redação\ndada', 'l', 13155);('redação dada', 'l', 14073);('incluído', 'l', 14073);('redação dada', 'l', 13155);('incluído', 'l', 13155)","(None, 'l', 9981);(None, 'l', 6717);(None, 'l', 8028)","('incluído', 'l', 10264);('redação dada', 'l', 14117);('redação dada', 'l', 9981);('vi', 'l', 10264);('redação\ndada', 'l', 9981);('incluído', 'l', 14117);('incluído', 'l', 9981);('revogado', 'l', 9981);('revogado', 'l', 14117);('vetado', 'l', 10672);('redação dada', 'l', 11118);('incluído', 'l', 11118);('redação dada', 'l', 9940);('vetado', 'l', 9981);('redação\ndada', 'l', 10672);('_o_', 'l', 10672);('redação dada', 'l', 13322);('incluído', 'l', 12868);('incluído', 'l', 14205);('revogada', 'l', 14117);('redação dada', 'l', 10672);('incluído', 'l', 13322);('redação dada', 'l', 13756);('incluído', 'l', 10672);('incluído', 'l', 13756);('revogado', 'l', 10672);('revogado', 'l', 13756);('incluído', 'l', 12346)","LEI Nº 9.615, DE 24 DE MARÇO DE 1998",Institui normas gerais sobre desporto e dá outras providências.,"O desporto brasileiro abrange práticas formais e não-formais e obedece às normas gerais desta Lei, inspirado nos fundamentos constitucionais do Estado Democrático de Direito.",https://www.planalto.gov.br/ccivil_03/leis/l9615consol.htm,,,,,,,,,,,,
